0.286505,0.40849,0.429398,0.447466,0.463459,0.477861,0.490995,0.503083,0.514289,0.524731,0.534504,0.543682,0.552324,0.56048,0.568192,0.575496,0.582423,0.588999,0.595248,0.601192,0.60685,0.612238,0.617373,0.622269,0.626939,0.631395,0.635648,0.639709,0.643587,0.647291,0.650831,0.654213,0.657445,0.660534,0.663488,0.666312,0.669011,0.671593,0.674062,0.676423,0.678682,0.680842,0.682907,0.684884,0.686774,0.688582,0.690312,0.691967,0.69355,0.695064,0.696513,0.6979,0.699226,0.700495,0.701709,0.70287,0.703982,0.705045,0.706062,0.707035,0.707966,0.708857,0.70971,0.710525,0.711306,0.712053,0.712767,0.713451,0.714105,0.71473,0.715329,0.715902,0.71645,0.716975,0.717477,0.717957,0.718416,0.718856,0.719276,0.719679,0.720064,0.720432,0.720785,0.721122,0.721445,0.721753,0.722049,0.722331,0.722602,0.722861,0.723108,0.723345,0.723572,0.723789,0.723996,0.724195,0.724385,0.724567,0.724741,0.724907,
0.391062,0.41294,0.433201,0.450805,0.466448,0.480575,0.493485,0.505386,0.51643,0.526732,0.536381,0.545448,0.553989,0.562054,0.569682,0.576908,0.583762,0.590271,0.596458,0.602343,0.607946,0.613283,0.618369,0.623219,0.627845,0.63226,0.636474,0.640497,0.64434,0.648011,0.651518,0.654869,0.658073,0.661134,0.664061,0.66686,0.669536,0.672095,0.674542,0.676882,0.67912,0.681261,0.683309,0.685268,0.687141,0.688933,0.690648,0.692288,0.693857,0.695359,0.696795,0.698169,0.699484,0.700741,0.701945,0.703096,0.704198,0.705251,0.70626,0.707224,0.708147,0.709031,0.709875,0.710684,0.711458,0.712198,0.712906,0.713583,0.714232,0.714852,0.715446,0.716013,0.716557,0.717077,0.717574,0.71805,0.718505,0.718941,0.719358,0.719757,0.720139,0.720504,0.720853,0.721187,0.721507,0.721813,0.722106,0.722386,0.722655,0.722911,0.723157,0.723391,0.723616,0.723831,0.724037,0.724234,0.724422,0.724602,0.724774,0.724939,
0.510573,0.513772,0.519753,0.527042,0.534859,0.542798,0.550644,0.558288,0.565674,0.572776,0.579587,0.586107,0.592343,0.598304,0.604001,0.609443,0.614643,0.619612,0.624359,0.628896,0.633232,0.637376,0.641338,0.645125,0.648746,0.652208,0.655518,0.658684,0.661711,0.664607,0.667376,0.670025,0.672558,0.674982,0.6773,0.679518,0.68164,0.683669,0.685611,0.687469,0.689246,0.690946,0.692573,0.694129,0.695618,0.697042,0.698405,0.69971,0.700957,0.702151,0.703293,0.704386,0.705432,0.706432,0.707389,0.708305,0.709181,0.71002,0.710822,0.71159,0.712324,0.713027,0.713699,0.714342,0.714958,0.715547,0.71611,0.716649,0.717165,0.717659,0.718131,0.718583,0.719015,0.719429,0.719825,0.720204,0.720566,0.720913,0.721244,0.721562,0.721866,0.722156,0.722434,0.7227,0.722955,0.723198,0.723431,0.723654,0.723868,0.724072,0.724267,0.724454,0.724633,0.724804,0.724967,0.725124,0.725274,0.725417,0.725555,0.725686,
0.637628,0.636994,0.636827,0.637347,0.638505,0.640175,0.642227,0.644549,0.647052,0.649667,0.652342,0.655039,0.657727,0.660387,0.663002,0.665561,0.668056,0.670481,0.672833,0.67511,0.677309,0.679431,0.681477,0.683446,0.685341,0.687163,0.688913,0.690594,0.692208,0.693756,0.695241,0.696665,0.69803,0.699338,0.700591,0.701792,0.702943,0.704044,0.7051,0.70611,0.707077,0.708004,0.70889,0.709739,0.710552,0.711329,0.712073,0.712786,0.713467,0.71412,0.714744,0.715342,0.715914,0.716461,0.716985,0.717486,0.717965,0.718424,0.718863,0.719283,0.719685,0.72007,0.720438,0.72079,0.721127,0.721449,0.721758,0.722053,0.722336,0.722606,0.722864,0.723112,0.723349,0.723575,0.723792,0.723999,0.724198,0.724388,0.724569,0.724743,0.724909,0.725069,0.725221,0.725367,0.725506,0.725639,0.725767,0.725889,0.726006,0.726118,0.726225,0.726327,0.726425,0.726519,0.726608,0.726694,0.726776,0.726855,0.72693,0.727002,
0.761685,0.758222,0.754824,0.751603,0.748647,0.745998,0.743663,0.74163,0.739872,0.73836,0.737063,0.735953,0.735003,0.734191,0.733496,0.732901,0.732391,0.731953,0.731577,0.731252,0.730972,0.73073,0.73052,0.730338,0.730178,0.730039,0.729917,0.729809,0.729714,0.72963,0.729554,0.729487,0.729427,0.729373,0.729324,0.729279,0.729238,0.729201,0.729167,0.729136,0.729107,0.72908,0.729055,0.729032,0.72901,0.728989,0.72897,0.728952,0.728935,0.728919,0.728904,0.72889,0.728877,0.728864,0.728851,0.72884,0.728829,0.728818,0.728808,0.728799,0.72879,0.728781,0.728773,0.728765,0.728758,0.728751,0.728744,0.728737,0.728731,0.728725,0.728719,0.728714,0.728709,0.728704,0.728699,0.728694,0.72869,0.728686,0.728682,0.728678,0.728675,0.728671,0.728668,0.728665,0.728662,0.728659,0.728656,0.728653,0.728651,0.728649,0.728646,0.728644,0.728642,0.72864,0.728638,0.728636,0.728634,0.728633,0.728631,0.728629,
0.870325,0.864138,0.858073,0.852146,0.846386,0.840821,0.835476,0.830367,0.825502,0.82088,0.816496,0.812343,0.80841,0.804686,0.801158,0.797814,0.794644,0.791636,0.788781,0.786068,0.783489,0.781036,0.778701,0.776477,0.774359,0.77234,0.770414,0.768578,0.766825,0.765152,0.763554,0.762029,0.760572,0.759179,0.757849,0.756578,0.755362,0.754201,0.75309,0.752028,0.751012,0.750041,0.749113,0.748224,0.747375,0.746562,0.745785,0.745042,0.74433,0.74365,0.742999,0.742376,0.741781,0.741211,0.740666,0.740144,0.739645,0.739168,0.738711,0.738274,0.737855,0.737455,0.737073,0.736706,0.736356,0.736021,0.7357,0.735393,0.735099,0.734818,0.73455,0.734292,0.734046,0.733811,0.733585,0.73337,0.733164,0.732966,0.732777,0.732597,0.732424,0.732259,0.7321,0.731949,0.731804,0.731665,0.731533,0.731406,0.731284,0.731168,0.731057,0.730951,0.730849,0.730752,0.730658,0.730569,0.730484,0.730403,0.730324,0.73025,
0.951229,0.942851,0.934687,0.92673,0.918979,0.911434,0.904103,0.896991,0.890104,0.883446,0.877018,0.870822,0.864856,0.859116,0.853599,0.8483,0.843212,0.838331,0.833649,0.82916,0.824856,0.820733,0.816781,0.812996,0.809371,0.805899,0.802575,0.799391,0.796344,0.793426,0.790633,0.78796,0.785401,0.782952,0.780608,0.778365,0.776218,0.774163,0.772197,0.770316,0.768515,0.766792,0.765143,0.763566,0.762056,0.760611,0.759229,0.757906,0.756641,0.75543,0.754271,0.753162,0.752102,0.751086,0.750115,0.749186,0.748297,0.747446,0.746632,0.745853,0.745107,0.744394,0.743712,0.743059,0.742434,0.741837,0.741265,0.740717,0.740194,0.739693,0.739214,0.738755,0.738316,0.737896,0.737495,0.73711,0.736742,0.736391,0.736054,0.735732,0.735423,0.735128,0.734846,0.734576,0.734318,0.734071,0.733834,0.733608,0.733391,0.733184,0.732986,0.732796,0.732615,0.732441,0.732275,0.732116,0.731964,0.731818,0.731679,0.731546,
0.99446,0.984858,0.975526,0.966451,0.957624,0.949035,0.940679,0.932552,0.924653,0.916982,0.909539,0.902325,0.89534,0.888584,0.882056,0.875755,0.869678,0.863822,0.858184,0.852759,0.847542,0.842528,0.837712,0.833088,0.82865,0.824392,0.820309,0.816393,0.81264,0.809043,0.805596,0.802293,0.79913,0.7961,0.793199,0.79042,0.78776,0.785213,0.782775,0.780441,0.778207,0.776069,0.774022,0.772063,0.770189,0.768394,0.766677,0.765034,0.763462,0.761957,0.760517,0.759139,0.757821,0.756559,0.755352,0.754197,0.753091,0.752034,0.751022,0.750053,0.749126,0.74824,0.747391,0.74658,0.745803,0.74506,0.744349,0.743668,0.743017,0.742395,0.741799,0.741228,0.740683,0.740161,0.739661,0.739183,0.738726,0.738288,0.73787,0.737469,0.737086,0.736719,0.736368,0.736032,0.735711,0.735404,0.73511,0.734828,0.734559,0.734301,0.734055,0.733819,0.733594,0.733378,0.733171,0.732973,0.732784,0.732603,0.73243,0.732265,
0.99446,0.984858,0.975526,0.966451,0.957624,0.949035,0.940679,0.932552,0.924653,0.916982,0.909539,0.902325,0.89534,0.888584,0.882056,0.875755,0.869678,0.863822,0.858184,0.852759,0.847542,0.842528,0.837712,0.833088,0.82865,0.824392,0.820309,0.816393,0.81264,0.809043,0.805596,0.802293,0.79913,0.7961,0.793199,0.79042,0.78776,0.785213,0.782775,0.780441,0.778207,0.776069,0.774022,0.772063,0.770189,0.768394,0.766677,0.765034,0.763462,0.761957,0.760517,0.759139,0.757821,0.756559,0.755352,0.754197,0.753091,0.752034,0.751022,0.750053,0.749126,0.74824,0.747391,0.74658,0.745803,0.74506,0.744349,0.743668,0.743017,0.742395,0.741799,0.741228,0.740683,0.740161,0.739661,0.739183,0.738726,0.738288,0.73787,0.737469,0.737086,0.736719,0.736368,0.736032,0.735711,0.735404,0.73511,0.734828,0.734559,0.734301,0.734055,0.733819,0.733594,0.733378,0.733171,0.732973,0.732784,0.732603,0.73243,0.732265,
0.951229,0.942851,0.934687,0.92673,0.918979,0.911434,0.904103,0.896991,0.890104,0.883446,0.877018,0.870822,0.864855,0.859116,0.853599,0.848299,0.843212,0.838331,0.833649,0.829159,0.824856,0.820732,0.816781,0.812996,0.809371,0.805899,0.802575,0.799391,0.796344,0.793426,0.790633,0.78796,0.785401,0.782952,0.780608,0.778365,0.776218,0.774163,0.772197,0.770316,0.768515,0.766792,0.765143,0.763565,0.762056,0.760611,0.759229,0.757906,0.756641,0.75543,0.754271,0.753162,0.752101,0.751086,0.750115,0.749186,0.748297,0.747446,0.746632,0.745853,0.745107,0.744394,0.743712,0.743059,0.742434,0.741837,0.741265,0.740717,0.740194,0.739693,0.739214,0.738755,0.738316,0.737896,0.737495,0.73711,0.736742,0.73639,0.736054,0.735732,0.735423,0.735128,0.734846,0.734576,0.734318,0.734071,0.733834,0.733608,0.733391,0.733184,0.732986,0.732796,0.732615,0.732441,0.732275,0.732116,0.731964,0.731818,0.731679,0.731546,
