1.03905,0.960951,0.985958,1.01404,0.949433,1.05057,1.07292,0.927084,0.992571,1.00743,0.999793,1.00021,1.07251,0.92749,1.02449,0.975515,0.963144,1.03686,1.07508,0.924924,0.964983,1.03502,0.940547,1.05945,1.0229,0.977104,0.961255,1.03875,1.03125,0.968752,1.10146,0.898538,
0.971435,1.02857,0.976567,1.02343,0.954906,1.04509,1.03357,0.966429,0.971689,1.02831,0.960528,1.03947,0.877581,1.12242,1.12379,0.876212,0.984082,1.01592,0.957434,1.04257,0.975142,1.02486,1.05623,0.943767,1.11165,0.888352,0.958031,1.04197,1.00107,0.998932,1.01832,0.981683,
1.00338,0.996619,0.880512,1.11949,0.921754,1.07825,1.06324,0.936757,0.953923,1.04608,1.00156,0.998439,1.00323,0.996773,1.03514,0.964856,1.0748,0.925203,1.0177,0.982299,1.01503,0.984972,1.04645,0.953552,1.05951,0.940486,0.910517,1.08948,0.985174,1.01483,1.02578,0.974218,
0.968002,1.032,0.966639,1.03336,1.04014,0.959856,1.04901,0.950993,1.01633,0.983666,1.03991,0.960088,1.0688,0.931197,0.979826,1.02017,0.977869,1.02213,1.0424,0.957602,1.01161,0.988394,1.05091,0.949091,0.997793,1.00221,1.00456,0.995441,0.998375,1.00163,1.00796,0.99204,
0.975446,1.02455,1.06658,0.933417,1.06909,0.930912,1.05774,0.942261,0.996444,1.00356,1.01595,0.984054,0.962052,1.03795,0.990966,1.00903,0.890613,1.10939,0.90613,1.09387,1.0251,0.974899,1.01913,0.980871,0.982719,1.01728,0.980451,1.01955,0.981105,1.0189,0.901779,1.09822,
0.99805,1.00195,1.04889,0.951108,1.02648,0.973519,1.0062,0.993796,0.997963,1.00204,1.03715,0.962855,1.0613,0.938697,0.952943,1.04706,0.97419,1.02581,1.00374,0.996261,1.02848,0.971522,0.990067,1.00993,0.989355,1.01064,0.896291,1.10371,0.995498,1.0045,0.990689,1.00931,
0.903231,1.09677,1.10145,0.898554,0.982879,1.01712,1.05218,0.947819,0.957402,1.0426,0.962674,1.03733,0.931506,1.06849,1.05972,0.940278,1.00829,0.991709,1.01118,0.988816,1.00383,0.99617,0.940916,1.05908,0.994986,1.00501,0.969575,1.03043,0.93363,1.06637,0.986623,1.01338,
0.98879,1.01121,0.992208,1.00779,0.948716,1.05128,1.01047,0.989528,1.04001,0.959988,0.964637,1.03536,0.990722,1.00928,0.988605,1.01139,1.04182,0.95818,0.87035,1.12965,0.991341,1.00866,1.07401,0.925991,1.05595,0.944051,1.08036,0.919642,0.980212,1.01979,0.951095,1.04891,
1.09833,0.901668,0.948003,1.052,1.0228,0.977195,1.10577,0.894225,1.07439,0.92561,1.00478,0.995218,0.977625,1.02237,1.00627,0.99373,1.12196,0.878042,0.967404,1.0326,0.985313,1.01469,0.925056,1.07494,1.10575,0.894255,1.04187,0.958131,1.04244,0.957564,0.976738,1.02326,
0.977229,1.02277,1.10252,0.897482,1.03768,0.962318,1.05565,0.944351,1.03418,0.965825,0.976078,1.02392,1.02462,0.97538,0.995697,1.0043,1.0427,0.957295,1.01398,0.986018,0.94642,1.05358,0.953584,1.04642,1.03632,0.963684,1.016,0.984003,0.943251,1.05675,1.02683,0.973175,
1.06343,0.936574,0.966978,1.03302,0.928513,1.07149,0.952636,1.04736,0.86307,1.13693,0.990866,1.00913,0.907704,1.0923,0.96612,1.03388,1.00075,0.999251,0.963733,1.03627,0.991058,1.00894,1.06998,0.930015,0.993603,1.0064,1.08268,0.917321,1.0016,0.9984,0.979397,1.0206,
1.03702,0.962976,1.0286,0.971402,0.975387,1.02461,0.971837,1.02816,1.04487,0.955135,1.01006,0.989938,1.05664,0.943364,1.08826,0.911735,1.0499,0.950101,0.899859,1.10014,0.940922,1.05908,1.03784,0.962155,0.959517,1.04048,1.06,0.939998,1.09051,0.909494,1.0431,0.956898,
1.06304,0.936957,1.09157,0.908432,0.924824,1.07518,1.08394,0.916063,0.968887,1.03111,0.967923,1.03208,0.502574,0.497426,0.424559,0.575441,0.530524,0.469476,0.446449,1.05355,0.991322,1.00868,1.00946,0.990543,0.980637,1.01936,0.965632,1.03437,0.990769,1.00923,0.941208,1.05879,
0.971264,1.02874,0.956872,1.04313,1.0579,0.942097,0.975906,1.02409,1.03657,0.963431,1.00859,0.991414,0.443133,0.556867,0.518229,0.481771,0.50085,0.49915,0.5034,0.9966,0.989287,1.01071,0.924898,1.0751,1.06159,0.938406,0.976899,1.0231,0.954646,1.04535,1.03821,0.961792,
0.928022,1.07198,1.04726,0.952743,0.998229,1.00177,0.942742,1.05726,1.04554,0.954457,0.962512,1.03749,0.533827,0.466173,0.523722,0.476278,0.47753,0.52247,0.426607,1.07339,0.984266,1.01573,0.966293,1.03371,0.921089,1.07891,0.924571,1.07543,1.01508,0.984923,1.06152,0.938484,
1.0359,0.964104,1.03788,0.962118,0.947587,1.05241,1.04539,0.954613,0.937638,1.06236,0.982349,1.01765,0.584916,0.415084,0.400733,0.599267,0.58322,0.41678,0.385842,1.11416,1.02415,0.975847,1.03555,0.964452,0.998581,1.00142,0.958933,1.04107,1.00288,0.997119,1.09002,0.90998,
