0.082085,0.112041,0.146282,0.182684,0.218226,0.249352,0.272532,0.284918,0.284918,0.272532,0.249352,0.218226,0.182683,0.146281,0.112041,0.082085,
0.112041,0.15293,0.199666,0.249352,0.297866,0.340351,0.37199,0.388896,0.388896,0.37199,0.340351,0.297866,0.249352,0.199666,0.15293,0.112041,
0.146282,0.199666,0.260685,0.325556,0.388896,0.444364,0.485672,0.507744,0.507744,0.485672,0.444364,0.388896,0.325555,0.260684,0.199666,0.146282,
0.182684,0.249352,0.325556,0.40657,0.485672,0.554944,0.606531,0.634096,0.634096,0.606531,0.554944,0.485672,0.40657,0.325555,0.249352,0.182684,
0.218226,0.297866,0.388896,0.485672,0.580164,0.662913,0.724537,0.757465,0.757465,0.724537,0.662913,0.580164,0.485672,0.388895,0.297866,0.218226,
0.249352,0.340351,0.444364,0.554944,0.662913,0.757465,0.827879,0.865503,0.865503,0.827878,0.757465,0.662913,0.554943,0.444364,0.340351,0.249352,
0.272532,0.37199,0.485672,0.606531,0.724537,0.827879,0.904837,0.94596,0.94596,0.904837,0.827878,0.724537,0.606531,0.485672,0.37199,0.272532,
0.284918,0.388896,0.507744,0.634096,0.757465,0.865503,0.94596,0.98895,0.98895,0.945959,0.865503,0.757465,0.634095,0.507744,0.388895,0.284918,
0.284918,0.388896,0.507744,0.634096,0.757465,0.865503,0.94596,0.98895,0.98895,0.945959,0.865503,0.757465,0.634095,0.507744,0.388895,0.284918,
0.272532,0.37199,0.485672,0.606531,0.724537,0.827878,0.904837,0.945959,0.945959,0.904837,0.827878,0.724537,0.60653,0.485672,0.37199,0.272532,
0.249352,0.340351,0.444364,0.554944,0.662913,0.757465,0.827878,0.865503,0.865503,0.827878,0.757465,0.662913,0.554943,0.444364,0.340351,0.249352,
0.218226,0.297866,0.388896,0.485672,0.580164,0.662913,0.724537,0.757465,0.757465,0.724537,0.662913,0.580164,0.485672,0.388895,0.297866,0.218226,
0.182683,0.249352,0.325555,0.40657,0.485672,0.554943,0.606531,0.634095,0.634095,0.60653,0.554943,0.485672,0.406569,0.325555,0.249352,0.182683,
0.146281,0.199666,0.260684,0.325555,0.388895,0.444364,0.485672,0.507744,0.507744,0.485672,0.444364,0.388895,0.325555,0.260684,0.199666,0.146281,
0.112041,0.15293,0.199666,0.249352,0.297866,0.340351,0.37199,0.388895,0.388895,0.37199,0.340351,0.297866,0.249352,0.199666,0.152929,0.112041,
0.082085,0.112041,0.146282,0.182684,0.218226,0.249352,0.272532,0.284918,0.284918,0.272532,0.249352,0.218226,0.182683,0.146281,0.112041,0.082085,

0.166405,0.166405,0.20944,0.260256,0.31005,0.353568,0.385924,0.403196,0.403196,0.385924,0.353568,0.31005,0.260256,0.20944,0.166405,0.166405,
0.166405,0.169935,0.212074,0.263048,0.313153,0.356932,0.38947,0.406835,0.406835,0.38947,0.356932,0.313153,0.263048,0.212074,0.169935,0.166405,
0.20944,0.212074,0.263952,0.32727,0.389558,0.443979,0.484423,0.506007,0.506007,0.484423,0.443979,0.389558,0.32727,0.263952,0.212074,0.20944,
0.260256,0.263048,0.32727,0.405761,0.482982,0.550451,0.60059,0.627348,0.627348,0.60059,0.550451,0.482982,0.405761,0.32727,0.263048,0.260256,
0.31005,0.313153,0.389558,0.482982,0.574899,0.655206,0.714888,0.746737,0.746737,0.714887,0.655206,0.574899,0.482982,0.389558,0.313153,0.31005,
0.353568,0.356932,0.443979,0.550451,0.655206,0.746731,0.814749,0.851048,0.851048,0.814749,0.746731,0.655206,0.55045,0.443979,0.356932,0.353568,
0.385924,0.38947,0.484423,0.60059,0.714888,0.814749,0.888962,0.928567,0.928567,0.888962,0.814749,0.714887,0.60059,0.484423,0.38947,0.385924,
0.403196,0.406835,0.506007,0.627348,0.746737,0.851048,0.928567,0.969936,0.969936,0.928567,0.851048,0.746737,0.627348,0.506007,0.406834,0.403196,
0.403196,0.406835,0.506007,0.627348,0.746737,0.851048,0.928567,0.969936,0.969936,0.928567,0.851048,0.746737,0.627348,0.506007,0.406834,0.403196,
0.385924,0.38947,0.484423,0.60059,0.714887,0.814749,0.888962,0.928567,0.928567,0.888962,0.814749,0.714887,0.60059,0.484423,0.38947,0.385923,
0.353568,0.356932,0.443979,0.550451,0.655206,0.746731,0.814749,0.851048,0.851048,0.814749,0.746731,0.655206,0.55045,0.443979,0.356932,0.353568,
